step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
347,CASH_IN,64535.93,C1364684200,2325268.61,2389804.53,C1253965940,852212.15,787676.23,0,0
130,PAYMENT,462.52,C1594456812,0.0,0.0,M710110467,0.0,0.0,0,0
376,CASH_OUT,143482.05,C1035223323,0.0,0.0,C904232822,673236.64,816718.69,0,0
691,PAYMENT,10584.38,C1114861512,0.0,0.0,M1442353875,0.0,0.0,0,0
264,PAYMENT,503.12,C605497037,155393.0,154889.88,M575289469,0.0,0.0,0,0
402,PAYMENT,4114.84,C1684904703,31551.0,27436.16,M1332193102,0.0,0.0,0,0
43,CASH_OUT,38656.52,C601345317,0.0,0.0,C66212278,206109.78,244766.3,0,0
301,TRANSFER,680625.83,C2094509843,11322.0,0.0,C34339657,1841816.28,2522442.1,0,0
298,PAYMENT,7656.33,C723139485,402948.85,395292.52,M1953442130,0.0,0.0,0,0
160,CASH_IN,65308.27,C1115213921,781086.99,846395.26,C161121079,526393.54,461085.28,0,0
37,CASH_OUT,84951.38,C651477281,191280.0,106328.62,C1916910763,161035.47,245986.85,0,0
348,CASH_IN,72996.71,C342174644,5955259.55,6028256.26,C1099979146,125378.38,52381.66,0,0
43,PAYMENT,28164.51,C1970512284,107468.0,79303.49,M1653841739,0.0,0.0,0,0
326,TRANSFER,1000303.6,C963783616,0.0,0.0,C1197310887,1192325.15,2192628.76,0,0
308,CASH_IN,442547.18,C549960076,6229020.1,6671567.28,C1495880635,927079.48,484532.3,0,0
134,DEBIT,4397.55,C475711423,0.0,0.0,C1749956489,2863234.77,2867632.32,0,0
177,CASH_OUT,233026.24,C1755486511,0.0,0.0,C187592932,437274.75,670300.99,0,0
402,CASH_IN,519035.28,C233079686,21087.0,540122.28,C747284034,1293925.62,774890.34,0,0
254,TRANSFER,505537.47,C632666793,0.0,0.0,C1575913066,2772521.19,3278058.66,0,0
37,CASH_IN,495208.3,C227634483,364978.0,860186.3,C197026585,858935.85,363727.55,0,0
131,PAYMENT,21954.33,C304047137,0.0,0.0,M878401650,0.0,0.0,0,0
212,CASH_OUT,91700.66,C880909534,131.0,0.0,C452342811,218530.87,310231.52,0,0
236,CASH_IN,316035.54,C151588862,636477.38,952512.92,C51832689,2181180.18,1865144.64,0,0
211,CASH_OUT,133376.06,C1821245612,11781.0,0.0,C1969805256,136365.15,269741.21,0,0
18,PAYMENT,12314.89,C877000063,0.0,0.0,M2115355744,0.0,0.0,0,0
298,CASH_OUT,11082.02,C408147956,0.0,0.0,C889159662,4048551.08,4059633.1,0,0
232,CASH_IN,109707.41,C682114064,11396111.96,11505819.37,C346676825,7230333.81,7120626.4,0,0
274,CASH_OUT,76341.56,C1453972382,9797.0,0.0,C282725821,577609.4,653950.96,0,0
404,CASH_OUT,22816.41,C187111170,21097.0,0.0,C1130822535,0.0,22816.41,0,0
255,CASH_OUT,111119.07,C77307206,10717.0,0.0,C1811149394,70802.03,181921.1,0,0
226,CASH_IN,11844.36,C343807246,15871369.11,15883213.47,C1205286460,288174.43,276330.07,0,0
211,TRANSFER,345272.14,C677157529,57240.0,0.0,C976373173,2348534.39,2693806.53,0,0
352,CASH_IN,45008.43,C1012871607,2281095.91,2326104.34,C253901091,4604048.47,4559040.04,0,0
208,CASH_OUT,143558.53,C1670068670,0.0,0.0,C1050743169,531770.98,675329.51,0,0
299,TRANSFER,739072.55,C874345698,0.0,0.0,C1238562239,1286272.2,2025344.76,0,0
207,CASH_OUT,94937.19,C969576338,18215.78,0.0,C752881770,2774856.49,2869793.67,0,0
227,CASH_OUT,243324.27,C1775047948,2187.0,0.0,C555570174,500862.14,744186.41,0,0
298,CASH_OUT,322522.41,C1087714535,0.0,0.0,C1277032084,1040559.63,1363082.04,0,0
302,TRANSFER,452427.75,C64932730,0.0,0.0,C683561403,988131.27,1440559.01,0,0
137,PAYMENT,54611.23,C950099024,1606.0,0.0,M592500832,0.0,0.0,0,0
479,CASH_IN,96005.39,C1360626255,96224.0,192229.39,C1146238216,1803014.98,1707009.59,0,0
160,CASH_IN,216328.51,C1045523341,14357310.06,14573638.58,C1498436264,284530.69,68202.18,0,0
406,CASH_IN,45871.94,C1441880029,8777136.19,8823008.13,C1852599191,4559001.08,4513129.14,0,0
278,DEBIT,3056.25,C1743719656,0.0,0.0,C1756248403,3025614.18,3028670.43,0,0
139,PAYMENT,11464.32,C306337250,5062.0,0.0,M1835132202,0.0,0.0,0,0
324,PAYMENT,19097.25,C287998468,131392.0,112294.75,M858337248,0.0,0.0,0,0
10,CASH_OUT,182971.99,C589262595,0.0,0.0,C1996231083,322990.45,846509.74,0,0
15,CASH_OUT,178844.1,C788875423,0.0,0.0,C499996470,1363073.56,1541917.67,0,0
282,PAYMENT,1772.72,C966611498,17644.69,15871.97,M1558100793,0.0,0.0,0,0
311,TRANSFER,790961.84,C1889131082,2269.0,0.0,C1404380591,0.0,790961.84,0,0
226,PAYMENT,32849.28,C1719615953,100212.0,67362.72,M1448979465,0.0,0.0,0,0
205,TRANSFER,337864.3,C470543576,0.0,0.0,C864277277,1389677.13,1727541.43,0,0
260,CASH_OUT,61587.38,C1097815659,0.0,0.0,C849620127,160851.7,222439.08,0,0
226,PAYMENT,36587.73,C1034622149,488.0,0.0,M780546474,0.0,0.0,0,0
43,TRANSFER,820892.69,C1972976665,202782.0,0.0,C2019662608,0.0,820892.69,0,0
9,CASH_IN,129847.21,C1937383200,1347880.23,1477727.44,C839237786,392547.24,343867.45,0,0
216,CASH_IN,136526.99,C778212748,5338336.83,5474863.81,C1898031048,1102478.35,965951.37,0,0
524,CASH_OUT,210209.58,C962711145,0.0,0.0,C168428872,1149347.94,1359557.52,0,0
179,PAYMENT,20009.67,C387502622,21601.0,1591.33,M852191477,0.0,0.0,0,0
249,PAYMENT,15375.04,C2062445434,0.0,0.0,M156653425,0.0,0.0,0,0
280,CASH_IN,405525.23,C865981692,6398258.79,6803784.02,C1060952469,1061532.66,656007.43,0,0
308,CASH_OUT,244009.73,C161721867,10432.0,0.0,C1964897602,0.0,244009.73,0,0
612,CASH_IN,306308.89,C1535708876,213.0,306521.89,C1321794284,0.0,0.0,0,0
298,CASH_OUT,464226.09,C99527973,101.0,0.0,C358667356,15781.63,480007.72,0,0
281,CASH_OUT,163434.47,C1538459711,302.0,0.0,C2042362900,2255629.12,2419063.59,0,0
469,PAYMENT,11279.19,C257687569,301190.22,289911.03,M676062209,0.0,0.0,0,0
14,PAYMENT,15911.97,C432075920,0.0,0.0,M750343315,0.0,0.0,0,0
231,TRANSFER,1166771.02,C1904640617,0.0,0.0,C935746284,2848190.01,4014961.04,0,0
35,CASH_OUT,32722.79,C1486249532,0.0,0.0,C1997939200,13477560.18,13998458.44,0,0
228,CASH_OUT,263090.33,C1340727587,0.0,0.0,C273854464,1070407.97,1333498.31,0,0
154,PAYMENT,2664.9,C1166628431,0.0,0.0,M574375666,0.0,0.0,0,0
204,PAYMENT,5999.84,C334554290,75385.0,69385.16,M564954224,0.0,0.0,0,0
403,CASH_IN,72360.53,C1348973183,70500.0,142860.53,C711911121,137275.24,64914.7,0,0
20,CASH_OUT,77303.7,C1503653394,0.0,0.0,C1749389228,238244.71,454277.69,0,0
157,CASH_OUT,317865.52,C572346466,25430.0,0.0,C1565885193,473585.54,791451.06,0,0
184,PAYMENT,19272.43,C868601101,5000.0,0.0,M1400686221,0.0,0.0,0,0
257,CASH_IN,123794.59,C87778572,8851756.12,8975550.71,C646687608,182396.8,58602.21,0,0
137,CASH_OUT,262867.75,C1788824449,216248.83,0.0,C2013934446,0.0,262867.75,0,0
323,PAYMENT,30601.32,C908909783,0.0,0.0,M1189259441,0.0,0.0,0,0
18,PAYMENT,9830.81,C812251686,7026.0,0.0,M1955020624,0.0,0.0,0,0
191,PAYMENT,8982.82,C1412936998,206784.0,197801.18,M1635081054,0.0,0.0,0,0
202,PAYMENT,8493.08,C1595940876,29525.74,21032.66,M456718580,0.0,0.0,0,0
346,PAYMENT,2983.79,C1384616053,0.0,0.0,M734567319,0.0,0.0,0,0
264,CASH_OUT,280489.81,C235238662,599179.13,318689.32,C2113592805,427308.65,707798.46,0,0
157,CASH_IN,133309.89,C160218528,6955879.29,7089189.18,C331257466,3683617.84,3550307.94,0,0
35,CASH_OUT,356260.43,C1732862636,0.0,0.0,C965894478,3802500.88,4158761.31,0,0
155,TRANSFER,936568.75,C1392838125,50356.0,0.0,C1428111522,85266.88,1021835.62,0,0
261,CASH_OUT,52816.25,C80336224,0.0,0.0,C1322792458,683836.65,736652.9,0,0
402,PAYMENT,5380.33,C461187031,0.0,0.0,M2045691915,0.0,0.0,0,0
136,CASH_OUT,128812.51,C24506188,0.0,0.0,C136069846,3645558.51,3774371.02,0,0
205,PAYMENT,4827.62,C2123971088,0.0,0.0,M1980988068,0.0,0.0,0,0
483,PAYMENT,10701.1,C152193324,770.57,0.0,M458399441,0.0,0.0,0,0
396,PAYMENT,19455.17,C1368877409,20470.48,1015.31,M648377343,0.0,0.0,0,0
355,PAYMENT,1970.43,C1683839622,228762.93,226792.5,M396527039,0.0,0.0,0,0
136,PAYMENT,3831.3,C882987365,36102.0,32270.7,M1206737364,0.0,0.0,0,0
186,CASH_OUT,1822.11,C1044359887,0.0,0.0,C908106569,271550.86,273372.98,0,0
179,CASH_OUT,27291.7,C247238127,0.0,0.0,C972201503,636131.99,663423.7,0,0
281,PAYMENT,25460.57,C626961670,0.0,0.0,M131820185,0.0,0.0,0,0
238,PAYMENT,6423.39,C1383350222,25433.0,19009.61,M1407708303,0.0,0.0,0,0
260,PAYMENT,7834.7,C1382072602,24918.0,17083.3,M1459826532,0.0,0.0,0,0
405,PAYMENT,11616.18,C1935401223,52563.0,40946.82,M619640710,0.0,0.0,0,0
380,CASH_OUT,134962.3,C355635897,106121.0,0.0,C753837585,529005.08,663967.38,0,0
404,CASH_OUT,33646.67,C979113641,206097.0,172450.33,C1722700014,148943.6,182590.27,0,0
351,PAYMENT,36696.34,C1593042511,0.0,0.0,M1110810724,0.0,0.0,0,0
179,PAYMENT,12553.19,C806057363,193917.96,181364.77,M456610791,0.0,0.0,0,0
16,CASH_IN,155027.09,C173838986,812990.81,968017.9,C2106851928,288133.48,25056.05,0,0
41,CASH_IN,115600.34,C642498865,7341958.27,7457558.61,C1187969600,1151194.58,1035594.24,0,0
8,PAYMENT,4231.16,C486219086,9759.0,5527.84,M549165100,0.0,0.0,0,0
140,CASH_IN,314525.65,C123238800,1772356.12,2086881.78,C1657147197,1117588.44,803062.79,0,0
133,PAYMENT,401.36,C233927306,0.0,0.0,M2088902523,0.0,0.0,0,0
354,PAYMENT,232.04,C581828338,0.0,0.0,M949398865,0.0,0.0,0,0
306,CASH_OUT,109791.41,C541867684,20698.0,0.0,C1171416525,0.0,109791.41,0,0
18,CASH_OUT,7409.13,C218808207,10778.0,3368.87,C330892405,10074.0,17483.13,0,0
38,PAYMENT,11179.04,C1802042212,0.0,0.0,M1588656415,0.0,0.0,0,0
38,PAYMENT,5076.97,C518331832,1965.0,0.0,M266312145,0.0,0.0,0,0
331,CASH_IN,332933.8,C1685940475,8287990.67,8620924.46,C671572894,581512.93,248579.13,0,0
229,TRANSFER,482511.77,C1569144647,0.0,0.0,C1720189688,3871811.47,4354323.23,0,0
307,CASH_IN,293385.14,C1095945818,220857.0,514242.14,C1936561796,0.0,0.0,0,0
378,PAYMENT,3719.55,C666251153,0.0,0.0,M469584900,0.0,0.0,0,0
139,PAYMENT,9021.88,C713887810,0.0,0.0,M2137813222,0.0,0.0,0,0
350,CASH_OUT,90791.19,C1781525973,50612.0,0.0,C266800351,33299.47,124090.66,0,0
330,PAYMENT,12005.07,C343707846,283374.34,271369.28,M1760261310,0.0,0.0,0,0
165,PAYMENT,11112.65,C386540792,0.0,0.0,M115959965,0.0,0.0,0,0
563,CASH_OUT,244765.3,C1916308889,0.0,0.0,C1946024573,2068332.82,2313098.12,0,0
137,PAYMENT,45766.05,C918559003,312228.44,266462.39,M1513514148,0.0,0.0,0,0
138,CASH_IN,472686.86,C92576809,1226567.22,1699254.08,C1576404176,3346751.94,2874065.08,0,0
42,CASH_OUT,322937.2,C780090026,0.0,0.0,C424383719,649983.67,972920.87,0,0
228,CASH_IN,139801.85,C1109201662,3299925.69,3439727.55,C1662619350,189770.3,49968.45,0,0
17,PAYMENT,3426.52,C1727714862,51996.0,48569.48,M100353408,0.0,0.0,0,0
375,PAYMENT,6158.74,C1639402922,0.0,0.0,M1571416258,0.0,0.0,0,0
208,PAYMENT,3782.41,C1730686089,8226.0,4443.59,M148385415,0.0,0.0,0,0
257,CASH_OUT,217714.87,C976380169,10268.0,0.0,C602402217,33787729.87,34005444.75,0,0
235,TRANSFER,681916.98,C1563572808,0.0,0.0,C400115590,1272192.1,2022537.13,0,0
404,CASH_IN,74677.93,C1639908249,98218.0,172895.93,C853831204,1255850.15,1181172.22,0,0
131,CASH_OUT,211632.33,C284308127,0.0,0.0,C435011494,396784.84,608417.16,0,0
262,PAYMENT,3500.17,C1214767961,76681.65,73181.48,M40108228,0.0,0.0,0,0
235,PAYMENT,16530.85,C2064332092,39386.96,22856.1,M1086874150,0.0,0.0,0,0
612,PAYMENT,1304.21,C1007808672,16746.0,15441.79,M517352789,0.0,0.0,0,0
323,CASH_OUT,405670.13,C1372706999,81841.0,0.0,C2015631122,44900.14,450570.28,0,0
43,PAYMENT,5965.46,C673991979,0.0,0.0,M1278264504,0.0,0.0,0,0
178,PAYMENT,6141.09,C341216457,21351.98,15210.88,M1237007712,0.0,0.0,0,0
8,PAYMENT,14308.63,C1583838717,0.0,0.0,M683161496,0.0,0.0,0,0
143,CASH_IN,363072.22,C1367389522,2168255.83,2531328.05,C1698124134,1237974.54,874902.31,0,0
163,CASH_OUT,251816.94,C2068534918,24713.0,0.0,C1296451905,750953.25,1002770.19,0,0
161,CASH_OUT,72833.12,C1875121755,0.0,0.0,C241255044,1930364.68,2003197.8,0,0
259,DEBIT,4759.18,C20397822,47277.77,42518.59,C919071175,80252.25,85011.43,0,0
13,TRANSFER,122347.64,C1908182102,23363.2,0.0,C1001309617,1799546.51,1921894.15,0,0
187,TRANSFER,1394690.72,C1583966728,144.0,0.0,C1296958555,570423.73,1965114.45,0,0
189,PAYMENT,9116.47,C320713048,60311.0,51194.53,M1345814068,0.0,0.0,0,0
211,PAYMENT,1775.38,C355697806,101968.92,100193.53,M1661220642,0.0,0.0,0,0
619,CASH_IN,170365.52,C2104887443,9303344.42,9473709.94,C1886658105,237565.86,67200.34,0,0
210,CASH_OUT,70774.93,C1438340303,15709.0,0.0,C717842434,0.0,70774.93,0,0
383,CASH_OUT,265231.51,C326898625,0.0,0.0,C610045464,6995065.56,7260297.07,0,0
396,TRANSFER,627917.61,C286134181,11519.0,0.0,C1185665433,6861823.03,7489740.64,0,0
284,TRANSFER,1223511.85,C194979352,0.0,0.0,C151119786,5251882.72,6475394.57,0,0
354,CASH_IN,31946.83,C1257149453,376273.03,408219.86,C826113136,309917.42,277970.59,0,0
476,CASH_OUT,66123.67,C1390056300,7402.0,0.0,C1979809217,680714.52,746838.19,0,0
44,PAYMENT,4956.38,C1777124041,708111.59,703155.21,M181466742,0.0,0.0,0,0
277,PAYMENT,8649.06,C1472462287,0.0,0.0,M1905275813,0.0,0.0,0,0
282,CASH_OUT,298006.94,C112811396,0.0,0.0,C160094992,12834759.2,13132766.13,0,0
164,CASH_IN,20722.64,C1889149524,0.0,20722.64,C1101438206,615661.36,594938.72,0,0
332,CASH_IN,53519.74,C988814774,12782698.3,12836218.04,C1354861105,273744.45,220224.71,0,0
571,PAYMENT,10681.04,C1099369304,0.0,0.0,M1016433402,0.0,0.0,0,0
405,CASH_IN,93050.84,C18773071,11137421.7,11230472.54,C1341429382,211959.92,118909.08,0,0
401,CASH_IN,30673.89,C425608026,11428100.05,11458773.94,C29611697,218526.34,306821.86,0,0
235,TRANSFER,426101.73,C44339568,10845.0,0.0,C1783724717,0.0,426101.73,0,0
404,CASH_IN,246892.85,C1473273975,20744529.6,20991422.45,C1255208726,2259363.52,2012470.67,0,0
275,CASH_IN,134378.08,C310522675,5574283.45,5708661.53,C998200834,172151.54,37773.46,0,0
15,PAYMENT,23284.46,C218888216,418950.02,395665.55,M956286105,0.0,0.0,0,0
139,PAYMENT,12748.13,C29583474,0.0,0.0,M693883648,0.0,0.0,0,0
139,TRANSFER,1257567.74,C1902632063,0.0,0.0,C723813024,6130082.06,7387649.8,0,0
400,PAYMENT,1944.19,C1041668842,87723.0,85778.81,M943050800,0.0,0.0,0,0
11,CASH_IN,85214.0,C1972060805,11619.0,96833.0,C1370787297,916755.1,831541.1,0,0
35,CASH_OUT,123083.98,C1061591518,0.0,0.0,C984561614,6050787.4,6173871.38,0,0
228,CASH_OUT,395258.57,C54946841,151.0,0.0,C1593390367,0.0,395258.57,0,0
138,CASH_IN,54969.33,C1449422545,704321.87,759291.2,C1881267262,14110560.34,14055591.01,0,0
395,PAYMENT,188.44,C211608546,0.0,0.0,M317932992,0.0,0.0,0,0
348,PAYMENT,58116.63,C2041876240,0.0,0.0,M953783967,0.0,0.0,0,0
138,CASH_OUT,77622.39,C1548371721,0.0,0.0,C283620809,2687668.88,2765291.28,0,0
234,CASH_OUT,81770.08,C1465558021,0.0,0.0,C903631858,700244.92,782014.99,0,0
307,CASH_OUT,246869.61,C1184661452,258427.0,11557.39,C522078818,0.0,246869.61,0,0
160,CASH_OUT,227774.01,C1956220404,0.0,0.0,C104016443,240014.88,467788.89,0,0
277,CASH_OUT,36542.21,C914167570,0.0,0.0,C1440317155,44985.7,81527.9,0,0
202,CASH_OUT,114728.99,C1539802759,0.0,0.0,C1149648335,3638172.15,3279316.26,0,0
259,CASH_IN,101233.39,C651015091,91486.16,192719.56,C2109913898,3081023.35,2979789.95,0,0
183,PAYMENT,13369.03,C1143195305,1934.0,0.0,M1667623043,0.0,0.0,0,0
20,PAYMENT,6972.49,C36620861,51224.0,44251.51,M595834525,0.0,0.0,0,0
131,PAYMENT,8896.53,C939003235,0.0,0.0,M848609086,0.0,0.0,0,0
135,CASH_OUT,329230.04,C716469026,10054.0,0.0,C624297828,157079.67,486309.71,0,0
140,PAYMENT,8974.15,C702919143,10515.0,1540.85,M1085346739,0.0,0.0,0,0
183,PAYMENT,21248.03,C33122271,1072.0,0.0,M949474859,0.0,0.0,0,0
13,CASH_IN,129082.09,C1457782041,2076737.13,2205819.22,C1429884046,1682380.45,1553298.36,0,0
142,TRANSFER,473098.11,C437576121,0.0,0.0,C1050445022,2763924.53,3237022.63,0,0
167,CASH_OUT,255805.06,C1873039272,0.0,0.0,C1373971522,1632090.49,1887895.55,0,0
185,PAYMENT,14963.4,C1873522790,6583.84,0.0,M494004571,0.0,0.0,0,0
180,CASH_OUT,361334.85,C572399857,9613.0,0.0,C2010920633,10652434.17,11013769.02,0,0
141,PAYMENT,3296.67,C1777683910,0.0,0.0,M808481628,0.0,0.0,0,0
34,CASH_OUT,277874.82,C276641580,0.0,0.0,C1957555150,667352.98,1026635.16,0,0
186,CASH_IN,506279.1,C1294149145,1639191.51,2145470.62,C1615896021,2273171.6,1766892.5,0,0
252,CASH_OUT,102253.78,C2067430186,102.0,0.0,C861477517,306225.84,408479.61,0,0
298,CASH_IN,310253.89,C1923112674,185571.35,495825.24,C1102341605,3224501.65,2914247.76,0,0
15,PAYMENT,5244.28,C1144785006,10454.4,5210.13,M249895610,0.0,0.0,0,0
301,CASH_OUT,71369.83,C235402102,0.0,0.0,C1473516528,1462846.09,1534215.93,0,0
206,PAYMENT,20648.14,C1385694198,50085.58,29437.44,M10690988,0.0,0.0,0,0
369,CASH_OUT,90439.2,C968664699,209978.0,119538.8,C1968962018,935365.33,1025804.52,0,0
595,PAYMENT,12924.85,C2045097302,16426.0,3501.15,M418778581,0.0,0.0,0,0
395,PAYMENT,19774.64,C27268405,0.0,0.0,M258354137,0.0,0.0,0,0
228,PAYMENT,6846.9,C1349690297,0.0,0.0,M1373827197,0.0,0.0,0,0
327,CASH_OUT,367365.49,C729924814,0.0,0.0,C1006782371,670942.21,1038307.7,0,0
304,PAYMENT,17810.58,C443757954,154.0,0.0,M1523705674,0.0,0.0,0,0
43,CASH_OUT,101244.37,C1218201206,155260.0,54015.63,C378597351,3032.0,95931.69,0,0
204,CASH_IN,183097.86,C1858746174,30485.0,213582.86,C719200498,1054195.85,871097.99,0,0
347,CASH_OUT,380950.45,C902697003,103340.0,0.0,C1393096799,284055.64,665006.08,0,0
273,CASH_OUT,560403.38,C2094375597,0.0,0.0,C87180847,2507232.76,3067636.15,0,0
322,CASH_IN,330717.12,C1853439107,282.0,330999.12,C475188133,2159011.25,1828294.13,0,0
395,TRANSFER,1305539.49,C1291296680,5507.0,0.0,C12682459,0.0,1434646.59,0,0
299,CASH_OUT,18267.75,C135065722,0.0,0.0,C949188034,3461287.82,3479555.57,0,0
278,CASH_IN,20636.86,C1660469401,112438.0,133074.86,C385263657,30047.25,9410.39,0,0
402,PAYMENT,12992.08,C262196568,62649.0,49656.92,M1682973919,0.0,0.0,0,0
372,PAYMENT,7400.64,C1915444900,123461.85,116061.21,M575866619,0.0,0.0,0,0
11,CASH_OUT,384666.5,C1817733836,20954.0,0.0,C1685525052,116471.21,501137.71,0,0
348,CASH_IN,80296.76,C127283827,8271259.92,8351556.68,C1868633637,206159.15,125862.39,0,0
334,CASH_IN,29534.48,C956611222,4615605.14,4645139.62,C305229888,678973.35,649438.87,0,0
305,TRANSFER,5282257.2,C762780706,0.0,0.0,C2059009935,20014696.39,25296953.58,0,0
373,TRANSFER,26060.86,C684957646,199031.13,172970.27,C37857149,398243.6,424304.46,0,0
131,CASH_IN,113263.04,C388032270,6021632.81,6134895.86,C1836222190,2367647.46,2254384.41,0,0
38,CASH_OUT,48647.78,C1453815269,15894.0,0.0,C1079580032,1321863.18,1455392.91,0,0
234,PAYMENT,12358.77,C1822909720,622619.5,610260.73,M1250497773,0.0,0.0,0,0
311,CASH_OUT,131212.13,C546202335,22163.0,0.0,C608993083,0.0,131212.13,0,0
178,CASH_OUT,984.18,C263091661,0.0,0.0,C688664526,460848.53,461832.72,0,0
7,PAYMENT,13911.15,C1835281408,520383.0,506471.85,M468896384,0.0,0.0,0,0
275,CASH_IN,237478.32,C1194722567,1490578.28,1728056.6,C1200663767,1833023.4,1595545.09,0,0
132,TRANSFER,323144.25,C362442544,0.0,0.0,C1739522011,8598209.03,8985326.34,0,0
282,CASH_OUT,159857.06,C1718251044,14942.29,0.0,C381869,283668.59,443525.65,0,0
404,CASH_OUT,77780.85,C1125265707,20112.0,0.0,C1536882548,0.0,77780.85,0,0
139,CASH_IN,148464.82,C1427641770,4278123.36,4426588.18,C698851661,226086.77,117820.88,0,0
181,PAYMENT,12637.52,C14939010,0.0,0.0,M1115817673,0.0,0.0,0,0
44,CASH_IN,149205.58,C1016447708,20269025.58,20418231.16,C567691585,378577.79,229372.21,0,0
349,PAYMENT,11357.39,C274630932,8266.0,0.0,M576886977,0.0,0.0,0,0
48,PAYMENT,4818.66,C1742752027,0.0,0.0,M1455004428,0.0,0.0,0,0
705,CASH_IN,330677.64,C738487677,70976.0,401653.64,C1030010846,0.0,0.0,0,0
396,CASH_OUT,135678.06,C2057348945,0.0,0.0,C658883769,6577067.55,6712745.6,0,0
34,PAYMENT,9075.78,C330386483,0.0,0.0,M1360355299,0.0,0.0,0,0
621,CASH_OUT,38480.01,C2009998288,14551.0,0.0,C1027900192,1986762.35,2025242.36,0,0
255,CASH_IN,407251.09,C316580803,6829476.1,7236727.19,C601751818,4645219.49,4237968.4,0,0
9,CASH_IN,152661.06,C1370547815,504326.0,656987.06,C1790296620,162621.33,0.0,0,0
38,CASH_OUT,103509.81,C268430790,0.0,0.0,C333795395,159468.5,262978.31,0,0
40,CASH_IN,311039.99,C1258061915,282.0,311321.99,C38177439,1009405.47,698365.48,0,0
304,CASH_IN,96866.49,C1050496176,527626.05,624492.54,C1219671132,9814703.17,9717836.68,0,0
42,CASH_OUT,68080.91,C118250222,816.0,0.0,C1330774366,229887.14,297968.04,0,0
178,PAYMENT,8646.78,C1641930737,0.0,0.0,M604288503,0.0,0.0,0,0
400,CASH_OUT,1467.64,C1308462099,0.0,0.0,C363846790,1729030.21,1730497.85,0,0
18,CASH_IN,81524.53,C966070897,5189930.84,5271455.37,C2077861936,87826.07,6301.54,0,0
18,CASH_OUT,34443.49,C1204522216,0.0,0.0,C734574482,99997.61,56632.54,0,0
398,CASH_OUT,139538.66,C198672755,0.0,0.0,C1909351086,849914.62,989453.28,0,0
14,CASH_IN,127851.34,C1537559060,574291.24,702142.58,C174387534,214864.0,117832.67,0,0
408,PAYMENT,362.22,C1022528810,14815.0,14452.78,M56630100,0.0,0.0,0,0
155,CASH_OUT,186686.13,C1389740994,668483.0,481796.87,C2135879361,12137.88,198824.01,0,0
377,CASH_OUT,406373.26,C935001551,19796.0,0.0,C1058752670,277590.58,683963.84,0,0
207,CASH_OUT,38030.89,C140102036,717.0,0.0,C250339551,0.0,38030.89,0,0
205,CASH_OUT,179681.19,C1175419502,26113.38,0.0,C755613173,7093621.56,7273302.76,0,0
332,CASH_OUT,39382.61,C75333073,0.0,0.0,C1075319132,175149.06,214531.67,0,0
181,CASH_OUT,196187.86,C1898285949,0.0,0.0,C648983330,294723.54,490911.41,0,0
381,PAYMENT,46559.85,C1864955002,27444.0,0.0,M2099920739,0.0,0.0,0,0
330,PAYMENT,9130.55,C1665489127,0.0,0.0,M139324989,0.0,0.0,0,0
256,CASH_OUT,329925.86,C831125980,14225.0,0.0,C1368418056,81998.57,411924.42,0,0
40,CASH_OUT,347763.54,C1598060182,693646.26,345882.73,C778165705,636549.75,984313.29,0,0
37,PAYMENT,20454.8,C617517184,0.0,0.0,M307148320,0.0,0.0,0,0
297,CASH_OUT,193713.8,C30355754,61850.87,0.0,C166276347,1946476.9,2140190.69,0,0
400,CASH_IN,231761.17,C783923385,10925020.25,11156781.42,C418719967,9358633.24,9126872.08,0,0
47,PAYMENT,5171.83,C963894446,8319.91,3148.08,M375441160,0.0,0.0,0,0
398,CASH_OUT,29979.85,C201952299,36051.0,6071.15,C1100123412,20217.32,50197.17,0,0
303,TRANSFER,236904.51,C1412440427,0.0,0.0,C1491138834,524181.04,761085.55,0,0
346,DEBIT,6589.02,C1892930323,0.0,0.0,C344118886,82616.18,89205.2,0,0
327,PAYMENT,16091.21,C1846832919,0.0,0.0,M871680481,0.0,0.0,0,0
325,PAYMENT,3223.17,C1455868823,395.0,0.0,M1981964794,0.0,0.0,0,0
406,PAYMENT,4492.76,C1912325831,20168.0,15675.24,M1640353877,0.0,0.0,0,0
380,CASH_OUT,177101.57,C1148415648,208515.0,31413.43,C652604565,7884427.7,8061529.27,0,0
326,PAYMENT,13443.81,C1569160856,54475.0,41031.19,M673517925,0.0,0.0,0,0
16,PAYMENT,11804.85,C581973383,46526.0,34721.15,M173338437,0.0,0.0,0,0
333,CASH_IN,133415.53,C1865801680,8600371.76,8733787.29,C475731987,198528.2,65112.67,0,0
372,CASH_OUT,45177.47,C1624806822,174921.4,129743.93,C1662275165,123830.79,169008.26,0,0
189,PAYMENT,2326.79,C1887683521,118622.64,116295.84,M2023403370,0.0,0.0,0,0
356,PAYMENT,833.23,C1244645291,23810.0,22976.77,M883104926,0.0,0.0,0,0
15,CASH_OUT,243999.38,C742827143,33215.0,0.0,C1095234183,392846.06,1109339.65,0,0
325,PAYMENT,244.53,C1935733732,0.0,0.0,M1271642306,0.0,0.0,0,0
159,CASH_OUT,148535.35,C177643133,328.0,0.0,C669768079,0.0,148535.35,0,0
332,CASH_IN,201582.55,C581143489,13042755.91,13244338.47,C431028010,13634367.78,13432785.23,0,0
